,id,element,type,gen,step,min_lvl_min_atk,min_lvl_max_atk,max_lvl_min_atk,max_lvl_max_atk,min_lvl_min_def,min_lvl_max_def,max_lvl_min_def,max_lvl_max_def,min_lvl_min_hp,min_lvl_max_hp,max_lvl_min_hp,max_lvl_max_hp
id,67,water,Defense,1,Know,14,29,58,161,14,29,58,117,104,209,324,649
id,67,water,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,67,water,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,67,water,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,67,water,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,68,light,Defense,1,Know,14,29,58,161,14,29,58,117,104,209,324,649
id,68,light,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,68,light,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,68,light,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,68,light,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,69,Dark,Workshop,1,Know,14,29,58,161,14,29,58,117,104,209,324,649
id,69,Dark,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,69,Dark,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,69,Dark,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,69,Dark,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,70,light,Health,1,Know,14,29,58,161,14,29,58,117,104,209,324,649
id,70,light,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,70,light,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,70,light,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,70,light,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,71,Fire,Air,1,Know,14,29,58,161,14,29,58,117,104,209,324,649
id,71,Fire,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,71,Fire,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,71,Fire,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,71,Fire,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,72,Dark,Defense,1,Know,14,29,58,161,14,29,58,117,104,209,324,649
id,72,Dark,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,72,Dark,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,72,Dark,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,72,Dark,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,73,Earth,Chebang,1,Know,14,29,58,161,14,29,58,117,104,209,324,649
id,73,Earth,Chebang,1,Capsule,5,19,93,151,5,19,49,195,60,109,456,681
id,73,Earth,Chebang,1,Awakening,10,29,54,117,10,29,142,249,60,109,324,681
id,73,Earth,Chebang,1,Transcendence,25,25,25,113,25,25,113,245,139,139,579,931
id,73,Earth,Chebang,1,Advent,73,88,88,133,162,187,177,262,670,750,685,1080
id,74,Fire,Attack,1,Know,14,29,58,161,14,29,58,117,104,209,324,649
id,74,Fire,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,74,Fire,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
id,74,Fire,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,74,Fire,Attack,1,Advent,101,210,116,285,180,116,195,161,532,591,547,876
id,75,wind,Defense,1,Know,14,29,58,161,14,29,58,117,104,209,324,649
id,75,wind,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,75,wind,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,75,wind,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,75,wind,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,76,Earth,Workshop,1,Know,14,29,58,161,14,29,58,117,104,209,324,649
id,76,Earth,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,76,Earth,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,76,Earth,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,76,Earth,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,77,light,Defense,1,Know,14,29,58,161,14,29,58,117,104,209,324,649
id,77,light,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,77,light,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,77,light,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,77,light,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,78,light,Air,1,Know,14,29,58,161,14,29,58,117,104,209,324,649
id,78,light,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,78,light,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,78,light,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,78,light,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,79,light,Chebang,1,Know,14,29,58,161,14,29,58,117,104,209,324,649
id,79,light,Chebang,1,Capsule,5,19,93,151,5,19,49,195,60,109,456,681
id,79,light,Chebang,1,Awakening,10,29,54,117,10,29,142,249,60,109,324,681
id,79,light,Chebang,1,Transcendence,25,25,25,113,25,25,113,245,139,139,579,931
id,79,light,Chebang,1,Advent,73,88,88,133,162,187,177,262,670,750,685,1080
id,80,Dark,Air,1,Know,9,19,97,195,9,19,53,151,89,179,309,619
id,80,Dark,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,80,Dark,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,80,Dark,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,80,Dark,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,81,light,Health,1,Know,9,19,53,151,9,19,53,151,69,139,377,755
id,81,light,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,81,light,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,81,light,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,81,light,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,82,light,Workshop,1,Know,9,19,53,151,9,19,53,151,69,139,377,755
id,82,light,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,82,light,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,82,light,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,82,light,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,83,Dark,Attack,1,Know,9,19,53,151,9,19,53,151,69,139,377,755
id,83,Dark,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,83,Dark,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
id,83,Dark,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,83,Dark,Attack,1,Advent,101,210,116,285,180,116,195,161,532,591,547,876
id,84,light,Defense,1,Know,9,19,53,151,9,19,53,151,69,139,377,755
id,84,light,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,84,light,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,84,light,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,84,light,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,85,Dark,Health,1,Know,9,19,53,151,9,19,53,151,69,139,377,755
id,85,Dark,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,85,Dark,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,85,Dark,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,85,Dark,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,86,Dark,Attack,1,Know,9,19,53,151,9,19,53,151,69,139,377,755
id,86,Dark,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,86,Dark,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
id,86,Dark,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,86,Dark,Attack,1,Advent,101,210,116,285,180,116,195,161,532,591,547,876
id,87,Dark,Chebang,1,Know,9,19,53,151,9,19,97,195,89,179,265,575
id,87,Dark,Chebang,1,Capsule,5,19,93,151,5,19,49,195,60,109,456,681
id,87,Dark,Chebang,1,Awakening,10,29,54,117,10,29,142,249,60,109,324,681
id,87,Dark,Chebang,1,Transcendence,25,25,25,113,25,25,113,245,139,139,579,931
id,87,Dark,Chebang,1,Advent,73,88,88,133,162,187,177,262,670,750,685,1080
id,88,Fire,Workshop,1,Know,9,19,53,151,9,19,97,195,89,179,265,575
id,88,Fire,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,88,Fire,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,88,Fire,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,88,Fire,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,89,water,Air,1,Know,9,19,53,151,9,19,97,195,89,179,265,575
id,89,water,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,89,water,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,89,water,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,89,water,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,90,Dark,Air,1,Know,9,19,53,151,9,19,97,195,89,179,265,575
id,90,Dark,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,90,Dark,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,90,Dark,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,90,Dark,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,91,water,Chebang,1,Know,9,19,53,151,9,19,97,195,89,179,265,575
id,91,water,Chebang,1,Capsule,5,19,93,151,5,19,49,195,60,109,456,681
id,91,water,Chebang,1,Awakening,10,29,54,117,10,29,142,249,60,109,324,681
id,91,water,Chebang,1,Transcendence,25,25,25,113,25,25,113,245,139,139,579,931
id,91,water,Chebang,1,Advent,73,88,88,133,162,187,177,262,670,750,685,1080
id,92,Earth,Chebang,1,Know,9,19,97,195,9,19,53,151,89,179,309,619
id,92,Earth,Chebang,1,Capsule,5,19,93,151,5,19,49,195,60,109,456,681
id,92,Earth,Chebang,1,Awakening,10,29,54,117,10,29,142,249,60,109,324,681
id,92,Earth,Chebang,1,Transcendence,25,25,25,113,25,25,113,245,139,139,579,931
id,92,Earth,Chebang,1,Advent,73,88,88,133,162,187,177,262,670,750,685,1080
id,93,Fire,Defense,1,Know,9,19,53,151,9,19,53,151,69,139,377,755
id,93,Fire,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,93,Fire,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,93,Fire,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,93,Fire,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,94,wind,Workshop,1,Know,9,19,53,151,9,19,53,151,69,139,377,755
id,94,wind,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,94,wind,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,94,wind,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,94,wind,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,95,Fire,Air,1,Know,9,19,53,151,9,19,53,151,69,139,377,755
id,95,Fire,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,95,Fire,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,95,Fire,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,95,Fire,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,96,Fire,Attack,1,Know,9,19,53,151,9,19,53,151,69,139,377,755
id,96,Fire,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,96,Fire,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
id,96,Fire,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,96,Fire,Attack,1,Advent,101,210,116,285,180,116,195,161,532,591,547,876
id,97,wind,,1,Know,9,19,97,195,9,19,53,151,49,99,269,583
id,97,wind,,1,Capsule,9,19,97,195,9,19,53,151,49,99,269,583
id,97,wind,,1,Awakening,9,19,97,195,9,19,53,151,49,99,269,583
id,97,wind,,1,Transcendence,9,19,97,195,9,19,53,151,49,99,269,583
id,97,wind,,1,Advent,9,19,39,79,9,19,24,64,49,99,124,264
id,98,Earth,,1,Know,9,19,97,195,9,19,53,151,49,99,269,583
id,98,Earth,,1,Capsule,9,19,97,195,9,19,53,151,49,99,269,583
id,98,Earth,,1,Awakening,9,19,97,195,9,19,53,151,49,99,269,583
id,98,Earth,,1,Transcendence,9,19,97,195,9,19,53,151,49,99,269,583
id,98,Earth,,1,Advent,9,19,39,79,9,19,24,64,49,99,124,264
id,99,Fire,,1,Know,9,19,97,195,9,19,53,151,49,99,269,583
id,99,Fire,,1,Capsule,9,19,97,195,9,19,53,151,49,99,269,583
id,99,Fire,,1,Awakening,9,19,97,195,9,19,53,151,49,99,269,583
id,99,Fire,,1,Transcendence,9,19,97,195,9,19,53,151,49,99,269,583
id,99,Fire,,1,Advent,9,19,39,79,9,19,24,64,49,99,124,264
id,100,Earth,Attack,1,Know,14,29,58,161,14,29,58,117,109,219,329,703
id,100,Earth,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,100,Earth,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
id,100,Earth,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,100,Earth,Attack,1,Advent,101,210,116,285,180,116,195,161,532,591,547,876
id,101,water,Air,1,Know,14,29,58,161,14,29,58,117,109,219,329,703
id,101,water,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,101,water,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,101,water,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,101,water,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,102,light,Air,1,Know,14,29,58,161,14,29,58,117,109,219,329,659
id,102,light,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,102,light,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,102,light,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,102,light,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,103,Fire,Air,1,Know,14,29,58,161,14,29,58,117,109,219,373,791
id,103,Fire,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,103,Fire,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,103,Fire,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,103,Fire,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,104,Dark,Attack,1,Know,14,29,58,161,14,29,58,117,109,219,417,835
id,104,Dark,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,104,Dark,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
id,104,Dark,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,104,Dark,Attack,1,Advent,101,210,116,285,180,116,195,161,532,591,547,876
id,105,Dark,Air,1,Know,14,29,58,161,14,29,58,161,109,219,329,659
id,105,Dark,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,105,Dark,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,105,Dark,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,105,Dark,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,106,Earth,Health,1,Know,9,19,53,151,9,19,53,151,89,179,353,751
id,106,Earth,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,106,Earth,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,106,Earth,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,106,Earth,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,107,light,Attack,1,Know,9,19,53,151,9,19,53,151,69,139,377,755
id,107,light,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,107,light,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
id,107,light,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,108,Earth,Chebang,1,Awakening,10,29,54,117,10,29,142,249,60,109,324,681
id,108,Earth,Chebang,1,Transcendence,25,25,25,113,25,25,113,245,139,139,579,931
id,108,Earth,Chebang,1,Advent,73,88,88,133,162,187,177,262,670,750,685,1080
id,115,wind,Health,1,Know,9,19,53,151,9,19,53,151,89,179,353,751
id,115,wind,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,115,wind,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,115,wind,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,115,wind,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,116,Fire,Attack,1,Know,9,19,53,151,9,19,53,151,89,179,353,751
id,116,Fire,Attack,1,Capsule,5,19,137,283,5,19,49,107,60,109,280,505
id,116,Fire,Attack,1,Awakening,10,29,98,337,10,29,54,117,60,109,148,329
id,116,Fire,Attack,1,Transcendence,25,25,113,245,25,25,69,157,139,139,403,755
id,116,Fire,Attack,1,Advent,101,210,116,285,180,116,195,161,532,591,547,876
id,117,Earth,Defense,1,Know,9,19,53,151,9,19,53,151,89,179,353,751
id,117,Earth,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,117,Earth,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,117,Earth,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,117,Earth,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,118,Dark,Workshop,1,Know,9,19,53,151,9,19,53,151,89,179,353,751
id,118,Dark,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,118,Dark,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,118,Dark,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,118,Dark,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,119,water,Defense,1,Know,9,19,53,151,9,19,53,151,89,179,353,751
id,119,water,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,119,water,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,119,water,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,119,water,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,120,wind,Chebang,1,Know,9,19,53,151,9,19,53,151,89,179,353,751
id,120,wind,Chebang,1,Capsule,5,19,93,151,5,19,49,195,60,109,456,681
id,120,wind,Chebang,1,Awakening,10,29,54,117,10,29,142,249,60,109,324,681
id,120,wind,Chebang,1,Transcendence,25,25,25,113,25,25,113,245,139,139,579,931
id,120,wind,Chebang,1,Advent,73,88,88,133,162,187,177,262,670,750,685,1080
id,121,water,Defense,1,Know,9,19,53,151,9,19,53,151,89,179,353,751
id,121,water,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,121,water,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,121,water,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,121,water,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,122,Earth,Defense,1,Know,9,19,53,151,9,19,53,151,89,179,353,751
id,122,Earth,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,122,Earth,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,122,Earth,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,122,Earth,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,123,water,Air,1,Know,9,19,53,151,9,19,53,151,89,179,353,751
id,123,water,Air,1,Capsule,5,19,93,239,5,19,49,107,60,109,456,681
id,123,water,Air,1,Awakening,10,29,142,249,10,29,54,117,60,109,324,681
id,123,water,Air,1,Transcendence,25,25,113,245,25,25,25,113,139,139,579,931
id,123,water,Air,1,Advent,162,187,177,262,73,88,88,133,670,750,685,1080
id,124,wind,Health,1,Know,9,19,53,151,9,19,53,151,89,179,353,751
id,124,wind,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,124,wind,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,124,wind,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,124,wind,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,125,wind,Health,1,Know,9,19,53,151,9,19,53,151,104,209,368,781
id,125,wind,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,125,wind,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,125,wind,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,125,wind,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,126,wind,Health,1,Know,8,17,52,149,8,17,52,149,99,199,363,771
id,126,wind,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,126,wind,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,126,wind,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,126,wind,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,127,wind,Health,1,Know,7,15,51,147,7,15,51,147,94,189,358,761
id,127,wind,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,127,wind,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,127,wind,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,127,wind,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,128,wind,Health,1,Know,6,13,50,145,6,13,50,145,89,179,353,751
id,128,wind,Health,1,Capsule,5,19,93,151,5,19,49,107,60,109,588,1033
id,128,wind,Health,1,Awakening,10,29,98,205,10,29,54,117,60,109,500,857
id,128,wind,Health,1,Transcendence,25,25,69,157,25,25,69,157,139,139,579,1107
id,128,wind,Health,1,Advent,116,131,131,176,116,131,131,176,727,847,742,1252
id,129,light,Defense,1,Know,9,19,53,151,9,19,53,151,104,209,368,781
id,129,light,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,129,light,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,129,light,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,129,light,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,130,light,Defense,1,Know,8,17,52,149,8,17,52,149,99,199,363,771
id,130,light,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,130,light,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,130,light,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,130,light,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,131,light,Defense,1,Know,7,15,51,147,7,15,51,147,94,189,358,761
id,131,light,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,131,light,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,131,light,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,131,light,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,132,light,Defense,1,Know,6,13,50,145,6,13,50,145,89,179,353,751
id,132,light,Defense,1,Capsule,5,19,93,151,5,19,93,239,60,109,280,505
id,132,light,Defense,1,Awakening,10,29,98,161,10,29,54,293,60,109,148,329
id,132,light,Defense,1,Transcendence,25,25,69,157,25,25,113,245,139,139,403,755
id,132,light,Defense,1,Advent,125,140,140,185,178,208,193,283,473,530,488,785
id,133,water,,1,Know,9,19,53,151,9,19,53,151,104,209,368,781
id,133,water,,1,Capsule,9,19,53,151,9,19,53,151,104,209,368,781
id,133,water,,1,Awakening,9,19,53,151,9,19,53,151,104,209,368,781
id,133,water,,1,Transcendence,9,19,53,151,9,19,53,151,104,209,368,781
id,133,water,,1,Advent,9,19,24,64,9,19,24,64,104,209,194,404
id,134,water,,1,Know,8,17,52,149,8,17,52,149,99,199,363,771
id,134,water,,1,Capsule,8,17,52,149,8,17,52,149,99,199,363,771
id,134,water,,1,Awakening,8,17,52,149,8,17,52,149,99,199,363,771
id,134,water,,1,Transcendence,8,17,52,149,8,17,52,149,99,199,363,771
id,134,water,,1,Advent,8,17,23,62,8,17,23,62,99,199,189,394
id,135,water,,1,Know,7,15,51,147,7,15,51,147,94,189,358,761
id,135,water,,1,Capsule,7,15,51,147,7,15,51,147,94,189,358,761
id,135,water,,1,Awakening,7,15,51,147,7,15,51,147,94,189,358,761
id,135,water,,1,Transcendence,7,15,51,147,7,15,51,147,94,189,358,761
id,135,water,,1,Advent,7,15,22,60,7,15,22,60,94,189,184,384
id,136,water,,1,Know,6,13,50,145,6,13,50,145,89,179,353,751
id,136,water,,1,Capsule,6,13,50,145,6,13,50,145,89,179,353,751
id,136,water,,1,Awakening,6,13,50,145,6,13,50,145,89,179,353,751
id,136,water,,1,Transcendence,6,13,50,145,6,13,50,145,89,179,353,751
id,136,water,,1,Advent,6,13,21,58,6,13,21,58,89,179,179,374
id,137,Fire,Workshop,1,Know,9,19,53,151,9,19,53,151,104,209,368,781
id,137,Fire,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,137,Fire,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,137,Fire,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,137,Fire,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,138,Fire,Workshop,1,Know,8,17,52,149,8,17,52,149,99,199,363,771
id,138,Fire,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,138,Fire,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,138,Fire,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,138,Fire,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,139,Fire,Workshop,1,Know,7,15,51,147,7,15,51,147,94,189,358,761
id,139,Fire,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
id,139,Fire,Workshop,1,Awakening,10,29,98,249,10,29,98,205,60,109,148,329
id,139,Fire,Workshop,1,Transcendence,25,25,113,201,25,25,113,201,139,139,227,755
id,139,Fire,Workshop,1,Advent,147,167,162,242,158,183,173,243,420,480,435,720
id,140,Fire,Workshop,1,Know,6,13,50,145,6,13,50,145,89,179,353,751
id,140,Fire,Workshop,1,Capsule,5,19,93,239,5,19,93,151,60,109,280,505
